reviewId;review;sentiment_classification;gender;location;date
8815;I love my Spotify! I have a bunch of lists for every mood- plus books and podcasts galore. It's a great app 🫠;positive;male;Oslo, Norway;2009-05-15
8816;I love it!;positive;male;Marrakesh, Morocco;2011-06-08
8817;thank u;positive;male;Bali, Indonesia;2010-06-30
8818;this app is amazing weather you are using premium or not;positive;male;Rosario, Argentina;2012-04-24
8819;ok;positive;female;Salvador, Brazil;2012-11-01
8820;Nice;positive;male;Ho Chi Minh City, Vietnam;2010-03-28
8821;Good song app;positive;male;Kumasi, Ghana;2010-12-09
8822;Thank you for this app to give us.;positive;female;Port Moresby, Papua New Guinea;2013-04-30
8823;music lovers this is your app ,I'm loving it so much;positive;female;Montevideo, Uruguay;2012-09-18
8824;nice app;positive;male;Singapore, Singapore;2010-03-28
8825;it is amazing;positive;female;Buenos Aires, Argentina;2012-07-04
8826;very nice app❤️❤️❤️❤️❤️;positive;male;Hamburg, Germany;2008-11-27
8827;best app;positive;male;Mexico City, Mexico;2011-09-05
8828;is emotion;positive;male;Rome, Italy;2008-12-23
8829;best streaming platform in wrld 😩💗;positive;male;Milan, Italy;2009-06-02
8830;very nice;positive;female;Cali, Colombia;2013-01-03
8831;Should not have Advisements;positive;male;Philadelphia, United States;2012-04-16
8832;V.... good;positive;male;Marrakesh, Morocco;2011-01-13
8833;old is gold all gane is best Spotfy 👍👍;positive;male;Algiers, Algeria;2010-10-24
8834;love it!;positive;female;Melbourne, Australia;2013-04-17
8835;worth (quality)🔥;positive;male;Busan, South Korea;2009-12-31
8836;amazing music;positive;male;Dakar, Senegal;2010-10-20
8837;Spotify is an amazing app;positive;male;Edinburgh, United Kingdom;2009-07-04
8838;vary nice the best in all your music.;positive;male;Calgary, Canada;2012-03-29
8839;👍👌;positive;male;Berlin, Germany;2009-09-03
8840;very good.;positive;female;Sydney, Australia;2013-12-07
8841;smooth listen;positive;female;Wellington, New Zealand;2013-10-02
8842;Wow;positive;male;Brussels, Belgium;2009-02-11
8843;I really love it, and It help you with your mental health.;positive;male;Amsterdam, Netherlands;2009-02-17
8844;Let's groove;positive;male;Kathmandu, Nepal;2010-01-16
8845;Best music streaming platform yet ❤️;positive;male;Bali, Indonesia;2010-05-17
8846;in recent update I can't get lyrics of most songs please fix this team Spotify;positive;female;Asunción, Paraguay;2012-11-21
8847;great;positive;female;Fortaleza, Brazil;2012-08-28
8848;exceptional;positive;male;Munich, Germany;2009-09-09
8849;I like the songs like it makes me wanna sleep and never wake up!!🤩🤩;positive;female;Santa Cruz, Bolivia;2012-08-05
8850;All the music is always available what I want to listen to!;positive;male;Tunis, Tunisia;2010-09-18
8851;fixed issue and now good performance;positive;male;Busan, South Korea;2010-05-25
8852;amazing;positive;male;Barcelona, Spain;2009-10-19
8853;it is the best music app ever;positive;male;New York, United States;2011-08-24
8854;Spotify is great;positive;male;Johannesburg, South Africa;2011-05-24
8855;The best app for music lovers. A very good website design;positive;female;Melbourne, Australia;2013-06-10
8856;I like this app;positive;male;Amsterdam, Netherlands;2009-08-13
8857;Super ****Super;positive;male;Prague, Czech Republic;2008-11-25
8858;most love vibes;positive;male;Stockholm, Sweden;2009-06-26
8859;it's because Spotify has a nice selection of music;positive;male;Birmingham, United Kingdom;2008-12-14
8860;Superb!!! 😍😍😍😍;positive;male;Ottawa, Canada;2011-09-15
8861;only use Spotify now and again because of my time limitations but every time I do it gives me loads of pleasure;positive;female;La Paz, Bolivia;2012-10-02
8862;very nice;positive;female;Port Moresby, Papua New Guinea;2013-11-13
8863;i love tus App;positive;female;Adelaide, Australia;2013-02-22
8864;Update 2: I love everything about, including the audiobooks, just wish it was more hours of listening time per month (without having to pay for more). Update May 12, 25: I love the DJ. I love that it changes as your music taste change. I love it!!!!!;positive;male;Munich, Germany;2009-08-23
8865;good music app;positive;female;Nadi, Fiji;2013-10-27
8866;The best thing since sliced bread 👌💯;positive;male;Toronto, Canada;2011-10-04
8867;Dis app is so nice and lovely;positive;female;Medellín, Colombia;2012-12-14
8868;wowww;positive;male;Amsterdam, Netherlands;2008-10-28
8869;gud;positive;male;Budapest, Hungary;2009-10-15
8870;Love the app :);positive;female;Suva, Fiji;2013-07-19
8871;good songs 💯💯💯;positive;male;Shenzhen, China;2010-01-08
8872;The premium family plan is best.;positive;male;Washington DC, United States;2011-07-22
8873;ngl !!! it is the best app for streaming music but ads are annoying...;positive;female;Rosario, Argentina;2012-07-08
8874;good;positive;male;Brussels, Belgium;2009-04-15
8875;I like this app 💚💚💚💚💚🎶😊;positive;male;Guadalajara, Mexico;2011-09-23
8876;perfect;positive;male;Singapore, Singapore;2009-11-12
8877;better if you have premium but still good;positive;male;Mumbai, India;2010-08-14
8878;excellent 👍;positive;male;Accra, Ghana;2011-01-23
8879;Terrible SD storage sub system. Locks up phone reading saved songs. Having to redownload 40gb Everytime spotty has issues wastes time, bandwidth, and battery. Recent updates have resolved the issues!;positive;female;Brasília, Brazil;2012-08-21
8880;👍👍👍👍👍;positive;female;Adelaide, Australia;2013-06-28
8881;awesome app.;positive;female;Perth, Australia;2013-10-11
8882;good;positive;male;Accra, Ghana;2010-09-27
8883;it's very good;positive;male;Riyadh, Saudi Arabia;2010-01-25
8884;Great and it is the best;positive;male;Karachi, Pakistan;2010-03-02
8885;nice to pick music;positive;female;Cali, Colombia;2012-09-19
8886;💕✌️;positive;female;Perth, Australia;2013-02-13
8887;Excellent superb...;positive;male;Geneva, Switzerland;2009-08-14
8888;bruh. yk damn well what spotify is 💀💀;positive;male;Edinburgh, United Kingdom;2008-12-02
8889;THE APP WORKS LIKE ITS IN MY HEAD. THE RECOMMENDATIONS HAS REALLY HELP MY PLAYLIST.;positive;female;Christchurch, New Zealand;2013-02-23
8890;Very good app, I love that they finally added the Spotify dj again (I have premium so it's good no ads , but if you don't have premium don't get the app unless you can handle ads);positive;male;Warsaw, Poland;2009-08-04
8891;easy, easy, and complete. connects seamlessly to my car, watch AND my phone... lol. love this App. syncing with my watch automatically with my favorite Running playlist.;positive;female;Adelaide, Australia;2013-08-26
8892;I love it s;positive;female;Adelaide, Australia;2013-10-07
8893;very nice....i love always spotify. ❤️❤️❤️;positive;male;San Francisco, United States;2011-10-03
8894;It has so many songs.I love and I can listen to music.Why i'm playing games;positive;male;Kumasi, Ghana;2011-04-12
8895;it's good for every music I want..;positive;male;Bali, Indonesia;2010-08-06
8896;awesome;positive;male;Cancun, Mexico;2012-03-05
8897;amazing any song is literally there;positive;male;Marrakesh, Morocco;2010-10-02
8898;it's very nice app for listening music 😀🎶;positive;male;Pretoria, South Africa;2011-01-06
8899;good app good song;positive;male;Mexico City, Mexico;2011-12-09
8900;genuinely the best music streaming service ever;positive;male;Geneva, Switzerland;2008-12-11
8901;Enjoy countless songs with this innovative music streaming application. Discover new artists and rediscover old favorites with personalized recommendations and high-quality audio;positive;male;Hanoi, Vietnam;2009-11-24
8902;good;positive;male;Barcelona, Spain;2008-11-14
8903;awesome;positive;female;Santiago, Chile;2012-09-16
8904;fun!;positive;male;Algiers, Algeria;2010-10-13
8905;I Love SPOTIFY❣️ I Love having access to not just my Music, all of the time, but also to such a wide selection of Audiobooks, especially while I am Traveling! SPOTIFY is the Only streaming service that I have and need!;positive;male;Lagos, Nigeria;2010-12-14
8906;I love the experience of listening to all music genres on this platform;positive;male;Phoenix, United States;2011-08-10
8907;I love Spotify so much so that it is an integral part of my day to day, an unmatched music app.;positive;male;Addis Ababa, Ethiopia;2010-10-10
8908;It's my favourite app 💜💜💜💜;positive;female;Cali, Colombia;2012-12-15
8909;good for listen music;positive;male;Pretoria, South Africa;2011-01-08
8910;it's great I love listening to my music on it. it's got almost all my favorite artists;positive;male;San Diego, United States;2011-10-07
8911;good app;positive;female;Brisbane, Australia;2013-10-14
8912;awesome;positive;female;Melbourne, Australia;2013-11-23
8913;It's nice n it tells u if any song has been released that very second. For real its lovely I have no complaints on it;positive;male;Lisbon, Portugal;2009-10-25
8914;It's just great, not sure what else to say;positive;male;Dakar, Senegal;2011-01-24
8915;Better music player. I love una too much;positive;male;Tripoli, Libya;2011-03-22
8916;I'm enjoying time of my life with the app. I enjoy every moment of music I come across Spotify;positive;male;Shanghai, China;2010-04-22
8917;fantastic app;positive;male;Chennai, India;2010-03-26
8918;good;positive;female;Medellín, Colombia;2013-02-08
8919;my favourite app ever!;positive;female;Suva, Fiji;2013-09-27
8920;amazing;positive;male;Mumbai, India;2009-11-08
8921;love music, love spotify;positive;female;Canberra, Australia;2013-05-17
8922;This is the best music app that you can get. It has more options than any other music application, even when using the free version. AWESOME!;positive;male;Mombasa, Kenya;2010-10-17
8923;awesomeness;positive;male;Austin, United States;2012-02-19
8924;i listen to express my emotions.;positive;male;Tokyo, Japan;2010-03-26
8925;excellent app;positive;female;Port Moresby, Papua New Guinea;2013-08-18
8926;my favourite song aap;positive;female;Montevideo, Uruguay;2012-10-31
8927;I love this app;positive;male;Frankfurt, Germany;2009-10-05
8928;nice, no ads;positive;male;Chicago, United States;2011-12-12
8929;love Spotify I do wish that they had live DJ sets like SoundCloud;positive;female;Christchurch, New Zealand;2013-10-10
8930;this app is great, I love how you can share a playlist and others can add songs to it.;positive;male;Abu Dhabi, United Arab Emirates;2010-03-28
8931;great thanks;positive;male;Tel Aviv, Israel;2010-08-20
8932;excellent 👌;positive;male;Amsterdam, Netherlands;2009-10-26
8933;good;positive;male;Chicago, United States;2012-01-26
8934;love it!;positive;female;Port Moresby, Papua New Guinea;2013-05-19
8935;Super audio quality;positive;male;Dubai, United Arab Emirates;2010-07-14
8936;Maybe add light mode feature on next update??;positive;male;Stockholm, Sweden;2009-05-29
8937;nice;positive;male;Jakarta, Indonesia;2010-07-25
8938;Best one so far.;positive;male;Dallas, United States;2012-01-03
8939;best app for listening song and playing games it's also so good for me;positive;female;Brasília, Brazil;2012-07-25
8940;I've seen worst;positive;male;Dallas, United States;2011-11-26
8941;Excellent.;positive;male;Marseille, France;2009-02-27
8942;its the best app that makes my music more clearer;positive;female;Queenstown, New Zealand;2013-08-16
8943;too many long ads , but I like it;positive;male;Copenhagen, Denmark;2009-09-29
8944;Amazing amount of songs and podcasts very happy so far;positive;male;Seattle, United States;2011-09-25
8945;excellent;positive;female;Canberra, Australia;2013-06-15
8946;so slay get premium 😍 u will fall in love it is soooooo worth it;positive;female;Perth, Australia;2013-10-18
8947;my favorite music app. ngl sucks if you dont have premium but I've had the premium version for years and love it;positive;female;Perth, Australia;2013-03-14
8948;way better than apple music ‼️;positive;male;Marseille, France;2009-06-07
8949;love it;positive;female;Gold Coast, Australia;2013-06-15
8950;Awesome;positive;male;Kuala Lumpur, Malaysia;2010-06-17
8951;One of the best music streaming app;positive;male;Cancun, Mexico;2011-10-11
8952;this app was my fav one the only prblm is the add but thats okey. in this app have all my fav songs i really like it;positive;male;Paris, France;2009-06-29
8953;nice app;positive;male;Tripoli, Libya;2011-06-02
8954;amazing;positive;male;Addis Ababa, Ethiopia;2011-03-08
8955;good;positive;male;Athens, Greece;2008-10-17
8956;👌;positive;male;Doha, Qatar;2010-03-31
8957;Excellent;positive;male;Athens, Greece;2009-07-04
8958;Amazing;positive;male;Beijing, China;2010-08-05
8959;good quality 💯;positive;male;Lahore, Pakistan;2010-03-03
8960;excellent streaming, amazing selection 👍;positive;male;Dakar, Senegal;2011-03-15
8961;I love the its so hard 😍;positive;female;Medellín, Colombia;2012-10-02
8962;it plays music.....that's all I want;positive;male;Milan, Italy;2008-11-14
8963;The best!!;positive;male;Abu Dhabi, United Arab Emirates;2009-12-10
8964;Best Music listening app in the world!👍;positive;female;Canberra, Australia;2013-11-07
8965;Supper app;positive;male;Stockholm, Sweden;2009-01-27
8966;it is a good for song;positive;male;Los Angeles, United States;2011-11-05
8967;gud;positive;female;Suva, Fiji;2013-12-04
8968;pretty cool;positive;male;Mexico City, Mexico;2011-11-15
8969;very good;positive;male;Glasgow, United Kingdom;2009-01-14
8970;my go-to music app;positive;male;Dublin, Ireland;2009-05-30
8971;so far so good.. my main source for music;positive;female;Melbourne, Australia;2013-05-24
8972;premo app what ever your mood pick a playlist and boom your back too those times excellent 😎;positive;female;Gold Coast, Australia;2013-04-03
8973;pay for the subscription it's worth it......;positive;male;Dallas, United States;2011-08-09
8974;Really good🚡🚡🚡🚡🚡;positive;male;Doha, Qatar;2010-02-14
8975;Great for students;positive;male;Johannesburg, South Africa;2011-05-28
8976;It's nice;positive;male;Mumbai, India;2010-01-29
8977;Love the variety of podcasts!!;positive;male;Guayaquil, Ecuador;2012-05-02
8978;Spotify is great music player i like this;positive;male;Tijuana, Mexico;2011-11-21
8979;it is a good app;positive;female;Santiago, Chile;2012-11-02
8980;nice ❤️;positive;male;Pretoria, South Africa;2011-04-15
8981;💫;positive;male;Frankfurt, Germany;2008-12-18
8982;superb!!;positive;female;Santa Cruz, Bolivia;2012-11-06
8983;u should try it⭐⭐⭐⭐⭐;positive;male;Jerusalem, Israel;2009-11-06
8984;bast app fore songs lisner;positive;male;Dubai, United Arab Emirates;2009-12-08
8985;premium;positive;male;Boston, United States;2011-07-26
8986;I personally love the podcasts ♥️♥️♥️♥️;positive;female;Quito, Ecuador;2013-01-07
8987;lovely;positive;female;Melbourne, Australia;2013-09-03
8988;i have premium and it's so much better + the recent update is so good;positive;male;Phuket, Thailand;2010-01-04
8989;Awesome;positive;female;Nadi, Fiji;2013-05-26
8990;waaw;positive;female;Wellington, New Zealand;2013-06-23
8991;Excellent;positive;female;Guayaquil, Ecuador;2012-08-12
8992;It's so good that I cannot express in words;positive;male;Algiers, Algeria;2010-09-13
8993;My life 😔;positive;male;San Jose, United States;2011-08-07
8994;excellence;positive;male;Barcelona, Spain;2009-06-23
8995;very good...;positive;male;New York, United States;2011-09-28
8996;Spotify has the best music that a love;positive;male;Mexico City, Mexico;2011-09-28
8997;best 👍;positive;male;Monterrey, Mexico;2011-10-13
8998;I enjoy music on this app.;positive;female;Perth, Australia;2013-07-10
8999;such a great resource however the artists dont get paid much. the only people benefiting is Spotify from your money so consider downloading from iTunes to appreciate the artist properly;positive;male;Mexico City, Mexico;2011-07-10
9000;exceptional;positive;male;Busan, South Korea;2010-01-04
9001;It's THE most amazing experience ever! it as all of my FAVORITE songs of all time and knows exactly my style! I love Spotify!!!;positive;male;Monterrey, Mexico;2011-08-02
9002;Awesome 👌;positive;male;Copenhagen, Denmark;2009-06-04
9003;nice!;positive;male;Zurich, Switzerland;2009-02-25
9004;phenomenal. I cannot say enough good things about the app.;positive;female;Santiago, Chile;2013-01-22
9005;Great 👍;positive;female;Valparaíso, Chile;2012-07-03
9006;30 mins of free music.....Gr8 content;positive;male;Budapest, Hungary;2009-03-14
9007;love it's;positive;male;Toronto, Canada;2011-08-25
9008;It was very nice i hope you you will install this app and enjoy🎧;positive;male;San Francisco, United States;2011-06-25
9009;I listened to this on a 9 hour car drive. LOVED IT 💚;positive;male;Johannesburg, South Africa;2011-05-22
9010;good;positive;male;Seville, Spain;2008-12-07
9011;nice;positive;female;Perth, Australia;2013-09-24
9012;excelente;positive;female;Melbourne, Australia;2013-07-24
9013;very best👌🏻👍🏻;positive;female;Wellington, New Zealand;2013-10-02
9014;Revelationary to a Ludite!;positive;male;Monterrey, Mexico;2011-07-11
9015;love this app most;positive;male;Rome, Italy;2009-06-03
9016;so good 😘😘;positive;female;Fortaleza, Brazil;2012-07-20
9017;good;positive;female;Melbourne, Australia;2013-09-04
9018;Good;positive;male;Bangalore, India;2010-02-08
9019;best ever;positive;male;Kathmandu, Nepal;2010-03-26
9020;love being able to listen to music in a simple and fun way.;positive;male;Addis Ababa, Ethiopia;2011-01-29
9021;The new AI DJ is so good! and you can now request like play your most play songs;positive;male;Budapest, Hungary;2009-08-02
9022;nice;positive;male;Phoenix, United States;2011-09-15
9023;We can play songs and YouTube if you try a song it goes off when you exit the app but Spotify makes you listen to the song when you exit Spotify I love Spotify!;positive;male;Kumasi, Ghana;2011-02-02
9024;love your music;positive;female;Suva, Fiji;2013-05-09
9025;Nice;positive;male;Jakarta, Indonesia;2009-11-16
9026;Worth downloading, I love this app...;positive;male;Warsaw, Poland;2009-08-20
9027;i enjoy it;positive;male;Lagos, Nigeria;2011-04-30
9028;I love it. it has christian music.;positive;male;Lagos, Nigeria;2011-06-09
9029;i can still listen to music here even after turning off the screen hehehe;positive;male;Durban, South Africa;2010-11-12
9030;Simply Wonderful !;positive;male;Hong Kong, China;2009-12-28
9031;Best music listening app ever;positive;male;New York, United States;2011-07-16
9032;👍👍👍👍👍👍👍 music 🎶🎶 apps;positive;female;Brisbane, Australia;2013-09-27
9033;I love having all my favorite music at my fingertips;positive;male;Abu Dhabi, United Arab Emirates;2010-02-03
9034;amazing 😍;positive;male;Chennai, India;2010-03-25
9035;good nyc very well;positive;male;Birmingham, United Kingdom;2008-12-05
9036;Marvelous;positive;female;Gold Coast, Australia;2013-04-18
9037;song collection aacha ni h but okk okk h;positive;male;Lahore, Pakistan;2010-03-09
9038;Great choice of music and podcasts. Easy to download and use.;positive;male;Warsaw, Poland;2009-01-27
9039;it is amazing app for Android phone;positive;female;Santiago, Chile;2012-08-27
9040;bahut hi jyada mast hai mera sorry;positive;female;Nadi, Fiji;2013-07-27
9041;The best music streaming platform but I just want to be able to save songs from tiktok to my Spotify liked songs;positive;male;Durban, South Africa;2010-12-16
9042;new ai dj good asf can't stop listening 👌;positive;male;Bali, Indonesia;2010-06-12
9043;spotify is fire incredible song app;positive;male;La Paz, Bolivia;2012-04-29
9044;The app is awesome with a lot of songs!!!! But only problem is that the ads were a lot and I request them to lessen the ads .;positive;male;Oslo, Norway;2009-11-01
9045;super;positive;male;San Antonio, United States;2011-08-14
9046;what hell;positive;male;Lusaka, Zambia;2011-04-28
9047;nice music audio;positive;male;Jacksonville, United States;2011-10-21
9048;so musc an good music;positive;female;Lima, Peru;2013-01-31
9049;best app ever experienced yet;positive;male;La Paz, Bolivia;2012-04-20
9050;Currently it's not working and telling me there is a bug preventing me from even going onto the app.;positive;female;Hobart, Australia;2013-04-30
9051;amazing;positive;male;Mumbai, India;2010-03-18
9052;da best app for listening music 😀;positive;male;Phuket, Thailand;2010-01-21
9053;The best music app I have ever had.;positive;male;Lyon, France;2009-09-27
9054;I love the app very much because you can just pick one song out of your playlist and it will play all of the songs that are left but I hate the fact that Spotify keeps showing advertisement while my favourite songs were being played.;positive;male;Oslo, Norway;2008-10-22
9055;Melodious🎶🎵🎤;positive;male;Jacksonville, United States;2012-03-01
9056;Spotify is just really much better than apple music for apple users From Someone;positive;male;Kumasi, Ghana;2010-09-09
9057;It is a most popular app;positive;male;Barcelona, Spain;2009-08-16
9058;very good music;positive;male;Hong Kong, China;2010-02-08
9059;miss kona siya☹️☹️;positive;male;Warsaw, Poland;2009-09-16
9060;I'm sick of giving this application 1star, but it really improved A lot 🙂‍↔️;positive;male;Lyon, France;2009-09-08
9061;In Love with it;positive;male;Abu Dhabi, United Arab Emirates;2009-12-11
9062;Good;positive;male;Glasgow, United Kingdom;2009-04-07
9063;all my soul lifting worship songs in one place, I love spotify!;positive;male;Jacksonville, United States;2011-07-31
9064;fabulous 👍👍👍👍;positive;female;Cali, Colombia;2013-02-01
9065;it's the greatest;positive;male;Tel Aviv, Israel;2010-07-23
9066;bhai main five star de raha hun per Mujhe free ad chahiya;positive;female;Port Moresby, Papua New Guinea;2013-06-26
9067;wow 👌 👏;positive;male;Córdoba, Argentina;2012-04-20
9068;Excellent;positive;female;Asunción, Paraguay;2013-01-13
9069;so relaxing 😎;positive;female;Canberra, Australia;2013-07-19
9070;i love this and in addicted to this app 🥰🥰;positive;female;Rosario, Argentina;2012-06-25
9071;best app for listening music of all genres contains very less ads it contains all songs best music listening app;positive;female;Rosario, Argentina;2012-09-30
9072;very very very very good;positive;male;Dublin, Ireland;2009-02-23
9073;Sobrang Ganda to pwede to gamitin to kahit saan;positive;male;Paris, France;2009-09-28
9074;nice;positive;male;Riyadh, Saudi Arabia;2010-05-22
9075;nice..even play songs offline;positive;male;Doha, Qatar;2010-06-30
9076;super 👍;positive;male;Tunis, Tunisia;2011-03-04
9077;this is the best;positive;male;Oslo, Norway;2009-04-04
9078;Love the variety of music.;positive;male;Delhi, India;2010-07-18
9079;Great ful 👍👍;positive;male;Zurich, Switzerland;2009-02-22
9080;it plays music n stuff;positive;male;Abu Dhabi, United Arab Emirates;2010-06-09
9081;In a league of it's own.;positive;male;Quebec City, Canada;2012-03-09
9082;nice apps excellent❤️;positive;male;Brussels, Belgium;2008-10-12
9083;👌;positive;male;Kathmandu, Nepal;2010-03-27
9084;it gives a good music exploring and experience;positive;male;Berlin, Germany;2009-02-21
9085;excellent app, good music and great podcasts, highly recommend.;positive;female;Quito, Ecuador;2012-06-10
9086;Overall its the best music app there is. The only thing I think would make it better is if mixes added songs randomly from albums, not just the hits or most listened to songs. If mixes pulled from the bands' entire libraries.;positive;female;Rosario, Argentina;2013-02-11
9087;fantastic;positive;female;Nadi, Fiji;2013-10-28
9088;great;positive;male;Monterrey, Mexico;2011-12-16
9089;best;positive;male;Phuket, Thailand;2009-12-05
9090;exceptional 🙌🏽;positive;male;Tokyo, Japan;2009-12-12
9091;very good;positive;male;Dakar, Senegal;2011-04-26
9092;Good;positive;female;Brisbane, Australia;2013-07-31
9093;it's great;positive;male;Denver, United States;2012-01-05
9094;Perfect;positive;male;Hamburg, Germany;2009-09-14
9095;Interested creation.;positive;male;Harare, Zimbabwe;2011-06-08
9096;so good;positive;male;Kampala, Uganda;2010-11-18
9097;perfect;positive;female;Christchurch, New Zealand;2013-04-04
9098;my experience is very nice;positive;male;Paris, France;2009-04-22
9099;I love this app;positive;male;Shanghai, China;2009-11-21
9100;I like this app;positive;female;La Paz, Bolivia;2012-09-09
9101;this app is very good and useful 👌 👍;positive;female;Auckland, New Zealand;2013-10-18
9102;love it but too much adds 😭;positive;female;Montevideo, Uruguay;2012-12-12
9103;best;positive;male;Monterrey, Mexico;2011-09-19
9104;good application for music all songs you can listen;positive;female;Arequipa, Peru;2012-12-13
9105;HD HQ Audio;positive;male;Kumasi, Ghana;2010-09-21
9106;all the songs are available here in hd quality;positive;male;Kuala Lumpur, Malaysia;2010-01-02
9107;Like a song it's on yout;positive;male;Mombasa, Kenya;2011-01-20
9108;it's helped when we were bored;positive;male;Hanoi, Vietnam;2010-04-13
9109;best quality songs can hear wherever 💕;positive;male;Philadelphia, United States;2012-02-05
9110;really cool app, I love it, the algorithm is just nice.;positive;female;Canberra, Australia;2013-07-02
9111;how best song ever;positive;male;Washington DC, United States;2012-03-27
9112;super;positive;female;São Paulo, Brazil;2012-10-25
9113;it is really good and it serves it's purpose;positive;female;Sydney, Australia;2013-07-09
9114;the illest;positive;female;Buenos Aires, Argentina;2012-07-20
9115;this app is the best;positive;male;Lusaka, Zambia;2011-02-15
9116;nice sound quality;positive;female;Caracas, Venezuela;2012-08-08
9117;it's too good;positive;female;Wellington, New Zealand;2013-11-20
9118;ok ok;positive;male;San Diego, United States;2012-04-01
9119;Best music app ever!! Yes & it still is the best music app for Android that there is!! Loving every minute of it!! It has so many more Artists that none of the other apps have!! Love it!! & It doesn't eat ur data up like the other apps do & still plays even when ur high speed data has ran out & ur data starts running slow. & the best thing about it is, even tho I rather pay the subscription each month, but u can listen to song u want as long as it's on a playlist. Listen from ur playlist!! ❣❣🔥;positive;female;Arequipa, Peru;2012-07-10
9120;very nice. hostel free music for free;positive;male;Munich, Germany;2009-06-19
9121;No application issues. All music a cheap price. Works well with my car and android phone. family subscriptions. How can one complain, otherwise I'd like to them.;positive;female;Buenos Aires, Argentina;2012-12-28
9122;it was amazing on this app...;positive;female;Wellington, New Zealand;2013-07-27
9123;Spotify is amazing Do you like this and this is fun 💃🥴🥰👏🙌👐🤲👍👎 👋🙌👐🤝💅 do you like song use the Spotify;positive;male;Vienna, Austria;2009-03-12
9124;:(, laggy and glitches, with so many ads even worse.;positive;female;Brisbane, Australia;2013-07-14
9125;best 😃😃😃;positive;female;La Paz, Bolivia;2012-09-11
9126;Tang ina funk;positive;male;Doha, Qatar;2010-01-27
9127;BAKWASS;positive;male;Manchester, United Kingdom;2008-12-11
9128;Cool thanks;positive;male;Austin, United States;2011-11-01
9129;very good app best experience 😃;positive;male;Edinburgh, United Kingdom;2009-06-28
9130;Bruh it's spotify;positive;female;Port Moresby, Papua New Guinea;2013-04-26
9131;What an app🔥🔥🔥you love music.... This is definitely the place to be;positive;male;Washington DC, United States;2012-02-04
9132;melodious voice very nice very clear very good very very happy very very very best then others apps;positive;male;Berlin, Germany;2008-12-23
9133;best music stream;positive;male;Frankfurt, Germany;2009-10-09
9134;gud;positive;male;Denver, United States;2011-12-30
9135;very useful application 👍;positive;male;Toronto, Canada;2011-06-28
9136;love it;positive;male;Dubai, United Arab Emirates;2010-04-08
9137;best app in comparing bajao . using it from 2023;positive;male;Addis Ababa, Ethiopia;2010-10-23
9138;Very Nice, But Spotify has to reduce subscription fees, 1300 Naira is slightly high on me, and I know others users in Nigeria will have similar complaints. We pay huge for an internet connection, listening to music makes the world a good one.;positive;male;Abu Dhabi, United Arab Emirates;2010-01-15
9139;👍;positive;female;Queenstown, New Zealand;2013-12-05
9140;the songs are so good and it's a good update not ganna lie;positive;female;Sydney, Australia;2013-05-01
9141;very good all songs;positive;female;Córdoba, Argentina;2012-08-06
9142;wow;positive;male;Manila, Philippines;2010-01-15
9143;marvelous;positive;male;Manchester, United Kingdom;2009-03-23
9144;it's too best 😍🥰😘🩷;positive;male;Manchester, United Kingdom;2009-04-06
9145;very good;positive;female;Gold Coast, Australia;2013-04-28
9146;best song player ❤‍🔥;positive;male;Delhi, India;2009-12-03
9147;excellent;positive;male;Munich, Germany;2009-01-18
9148;love it;positive;male;Vancouver, Canada;2011-11-30
9149;Love it The best;positive;female;Medellín, Colombia;2012-08-30
9150;it's very nice❤️;positive;female;Wellington, New Zealand;2013-06-12
9151;this app very expensive good;positive;male;Nairobi, Kenya;2011-04-08
9152;thank you Spotify to solve my problem I'm am impressed thanku so much;positive;female;Medellín, Colombia;2012-06-24
9153;you know how good it is......no words...love;positive;male;Paris, France;2009-01-03
9154;this aap is so....👍🏻👍🏻💖;positive;male;Manila, Philippines;2010-05-05
9155;lots of podcasts!;positive;male;Glasgow, United Kingdom;2009-03-20
9156;music is cool;positive;male;Mombasa, Kenya;2010-11-01
9157;Best app for listening to music🤞❤️but one thing I don't like is that you have a limit of listening to songs;positive;male;Lisbon, Portugal;2009-10-18
9158;love the premium;positive;male;Dar es Salaam, Tanzania;2011-05-06
9159;does this app have streaming music;positive;male;Kuala Lumpur, Malaysia;2010-01-06
9160;wowicle spotify;positive;male;Barcelona, Spain;2009-10-03
9161;One of the best app ❣️✨✨;positive;male;Toronto, Canada;2011-11-17
9162;🔥🔥🔥;positive;male;Cairo, Egypt;2011-04-02
9163;just good suiii;positive;male;Abuja, Nigeria;2010-09-27
9164;Amazing;positive;male;Casablanca, Morocco;2010-12-07
9165;perfect;positive;female;Adelaide, Australia;2013-08-30
9166;podcast app;positive;male;Mexico City, Mexico;2011-12-05
9167;Great App. Keep up the good work!!!;positive;male;Milan, Italy;2009-10-23
9168;excellent service and great selection of all genre's;positive;male;Osaka, Japan;2010-02-22
9169;superb;positive;male;Busan, South Korea;2010-04-25
9170;so good;positive;female;Quito, Ecuador;2012-06-11
9171;super;positive;male;Lusaka, Zambia;2011-05-27
9172;super app;positive;male;Mumbai, India;2009-11-12
9173;Love having my music on the go.;positive;male;Quebec City, Canada;2011-10-08
9174;I have heard versions of songs that I have never heard , and I have been listening to the song for over forty-five years .. Spotify is the best;positive;female;Suva, Fiji;2013-04-17
9175;Spotify lets the user take control however and whenever he/she wants.;positive;male;Copenhagen, Denmark;2009-06-02
9176;best app;positive;female;Brisbane, Australia;2013-11-23
